,Player,Nation,Pos,90s,Squad,Comp,Age,Goals,Offensive Rate,Defensive Rate,Passing Rate,Playmaking Rate,Physical Rate,Overall Rating
764,Jordan Larsson,SWE,FW,5.1,Schalke 04,Bundesliga,25,0,4.3346325479819665,10.941737092804543,13.667982932954672,6.238946145847506,44.97589203173064,11.279633490637563
765,Kevin Lasagna,ITA,FW,12.4,Hellas Verona,Serie A,30,1,25.58420066509518,14.900240632118836,30.065176556842736,21.593318695727678,51.86659964491206,31.742316548167363
766,Toni Lato,ESP,MF,6.1,Valencia,La Liga,25,1,10.791551460303724,9.317985668937498,22.984120547827054,15.337561132540248,32.85682389545016,20.10535364311041
767,Armand Lauriente,FRA,FW,13.6,Sassuolo,Serie A,24,4,39.76658016361501,15.162429587583128,63.027852694756035,43.35919646876735,60.64911604116347,49.5815528889824
768,Roméo Lavia,BEL,MF,9.9,Southampton,Premier League,19,1,14.794793735503898,32.06287466910943,29.114020946449116,4.165728863437603,73.1213435112597,22.785720506515403
769,Valentino Lazaro,AUT,DF,11.8,Torino,Serie A,26,0,10.740157593518797,27.191864025701364,43.19716960869177,23.791598676953583,70.6355166744474,45.60939541561217
770,Darko Lazovi?,SRB,DF,14.7,Hellas Verona,Serie A,32,3,28.761797055474688,23.26618396807713,43.55071219360293,18.271448510008952,62.624188246756276,42.53196605027273
771,Manuel Lazzari,ITA,DF,13.5,Lazio,Serie A,29,0,11.573120712705498,30.484122592557643,39.1389089089866,12.039619375551755,59.419760353448225,41.55042818095557
772,Théo Le Bris,FRA,MF,10.6,Lorient,Ligue 1,20,2,21.29717183506525,30.417761246888542,27.286010134139264,11.390937907750128,63.78508941076178,25.99015010069086
773,Jérémy Le Douaron,FRA,FW,10.6,Brest,Ligue 1,24,5,39.26481951744316,24.314029549565014,24.197788184032433,15.172173462012193,59.96711794913432,41.981791067268745
774,Enzo Le Fée,FRA,MF,21.4,Lorient,Ligue 1,23,4,46.20745418211325,57.428481017423735,90.50576038435784,52.56907926503277,70.9560336349059,70.80038201695164
775,Vincent Le Goff,FRA,DF,22.0,Lorient,Ligue 1,33,0,29.45981835902549,65.43126410802424,55.98536723731635,11.685932688684115,80.670631457162,68.78772005451093
776,Maxime Le Marchand,FRA,DF,14.4,Strasbourg,Ligue 1,33,0,2.6226348189470725,57.621750277785836,33.28709367267675,11.944006440537205,81.67806713080425,59.91626204148679
777,Robin Le Normand,FRA,DF,15.1,Real Sociedad,La Liga,26,0,12.813791547947776,54.94084850245111,40.44408150056638,4.697107221711554,88.24854723183041,62.101590665599424
778,Rafael Leão,POR,FW,16.9,Milan,Serie A,23,8,52.95439137838203,31.7084706131043,62.32995603693263,64.98575165392204,73.01729062339614,64.15385658251347
779,Pierre Lees-Melou,FRA,MF,15.7,Brest,Ligue 1,29,3,27.589177889297346,57.50509156470387,42.21797756832511,12.124399645733057,85.00798171786627,36.079720386721306
780,Diogo Leite,POR,DF,16.2,Union Berlin,Bundesliga,24,0,3.020713318251538,50.1501232994757,39.402567574185944,8.12584562393445,80.66740772668497,56.4563049004003
781,Maxim Leitsch,GER,DF,7.4,Mainz 05,Bundesliga,24,0,9.331607532824021,25.75210879886411,16.42674410420967,3.36778407501389,76.69839852233747,41.4682707461119
782,Florian Lejeune,FRA,DF,16.5,Rayo Vallecano,La Liga,31,3,33.86726203382294,56.66071263294238,41.488843643814995,4.9066490001427665,85.85056934662148,64.61939591067913
783,Iñigo Lekue,ESP,DF,12.8,Athletic Club,La Liga,29,0,7.136022249673762,42.63057797211824,34.721742019069865,15.41779741796698,80.51078815434268,53.72919395809763
784,Thomas Lemar,FRA,MF,7.4,Atlético Madrid,La Liga,27,0,11.06441982391405,14.690669704895779,32.481725806466486,14.456929109695233,45.12351066636898,23.826463295595183
785,Clément Lenglet,FRA,DF,10.4,Tottenham,Premier League,27,0,3.0215805916705034,36.321377285383264,29.348095562123955,8.63986265427384,80.84300460130123,49.092023740386885
786,Christopher Lenz,GER,DF,6.8,Eint Frankfurt,Bundesliga,28,0,7.486684393747047,20.91925955941058,25.228096010021705,10.846449632887714,54.61668053666756,33.32395612539906
787,Sergio León,ESP,FW,10.1,Valladolid,La Liga,34,5,41.41509118447696,13.912012738496315,26.628263762861888,12.922422761795419,51.88415106639811,42.08179161261703
788,Johann Lepenant,FRA,MF,13.3,Lyon,Ligue 1,20,1,11.19485602348364,40.54668121845787,38.773229603439034,10.421647199452245,69.48894320145092,28.721478334579693
789,Mehdi Léris,ALG,MF,15.1,Sampdoria,Serie A,24,0,20.30130446171253,51.7939598770787,37.580843388094316,11.030518166387274,78.39068106867734,32.14617005915895
790,Jefferson Lerma,COL,MF,21.9,Bournemouth,Premier League,28,2,19.55760762831846,72.51734378463348,55.36974545785143,9.004064422845467,88.97141180616937,38.557763602900756
791,Léo Leroy,FRA,MF,7.9,Montpellier,Ligue 1,22,0,7.965546887827619,31.33635040910322,22.23275515436525,16.918808365251692,58.93346459090264,26.02085169766337
792,Robert Lewandowski,POL,FW,14.8,Barcelona,La Liga,34,14,78.39850838271754,29.43359265707094,47.161673176696596,35.39795876009712,75.84219958712372,78.15690886646298
793,Dimitri Liénard,FRA,DF,10.7,Strasbourg,Ligue 1,34,0,9.23455157562996,34.61589747195278,34.06556771735397,10.942086556181305,65.92994475481142,44.704162961746135
794,Philipp Lienhart,AUT,DF,19.3,Freiburg,Bundesliga,26,1,15.001820159363048,65.91193951060332,48.06316486949348,10.343275017883476,88.41009194795704,68.95007924547272
795,Matthijs de Ligt,NED,DF,13.5,Bayern Munich,Bundesliga,23,1,27.12346293658238,43.894605174674396,37.1736683185589,3.859297732608744,75.4327858165411,53.80967026229509
796,Jesper Lindstrøm,DEN,MF,13.4,Eint Frankfurt,Bundesliga,22,7,46.61439578900263,20.853443048904975,36.01107655498685,45.26089409996325,55.135621545185764,48.188316653508686
797,Karol Linetty,POL,MF,13.8,Torino,Serie A,28,1,18.823263277394243,37.449778376245014,45.577124330114756,11.245561496894833,62.42573266950641,30.461085585486614
798,Jesse Lingard,ENG,FW,9.6,Nott'ham Forest,Premier League,30,0,8.722182059785938,14.56771093040443,29.04075021379799,13.658908563914995,55.69854060527331,18.588924580863736
799,Pol Lirola,ESP,DF,6.1,Elche,La Liga,25,1,20.133233775060493,17.78885801370961,16.976424471046254,8.364153642368732,73.00424219051293,38.42448466489462
800,Dejan Ljubicic,AUT,MF,8.5,Köln,Bundesliga,25,3,26.677737953947616,12.413280427866102,28.38600828618108,19.09232715105612,46.934209355302585,27.276012798042437
801,Diego Llorente,ESP,DF,7.2,Leeds United,Premier League,29,0,2.591412975864369,28.770237229447957,16.45211039484807,3.6236660507733656,88.85765319585119,46.28691043361455
802,Marcos Llorente,ESP,MF,11.3,Atlético Madrid,La Liga,28,1,12.617648840566659,26.798099417861703,38.47343375738803,13.297886297403366,69.51134399527848,28.8907053024486
803,Giovani Lo Celso,ARG,MF,5.8,Villarreal,La Liga,26,1,14.750601234462815,15.439913360064084,17.313785444613668,4.825166087328218,57.90590050134979,16.8114509353062
804,Stanislav Lobotka,SVK,MF,19.4,Napoli,Serie A,28,1,21.750511432908265,45.53455475834092,59.323503048220736,22.361165811851976,73.6711620934326,42.51912191039992
805,Manuel Locatelli,ITA,MF,15.6,Juventus,Serie A,25,0,22.600384928767415,53.78740695385773,44.60323179637366,21.189851832724145,81.99673885832978,40.4734903328477
806,Luka Lochoshvili,GEO,DF,12.6,Cremonese,Serie A,24,0,8.955283853152697,47.65579872262394,29.504025831263743,9.921876677303347,84.75827053170914,56.47088399582489
807,Banzouzi Locko,FRA,DF,11.8,Reims,Ligue 1,20,0,2.14910353219274,41.62036054810835,31.578734601164822,9.24594178000143,75.87228773824265,50.03626219358247
808,Renan Lodi,BRA,DF,12.2,Nott'ham Forest,Premier League,24,0,3.9148722132034006,37.354674132610306,28.68886672726767,7.763240361598142,72.9007246229728,46.76392255882601
809,Ruben Loftus-Cheek,ENG,MF,11.5,Chelsea,Premier League,27,0,9.73071024127596,28.891118167821688,34.44880754872781,18.27671769389798,68.58343312968114,30.622003442406065
810,Sean Longstaff,ENG,MF,18.7,Newcastle Utd,Premier League,25,1,23.388640626016254,45.58812012929156,56.736870542050745,20.754452314295268,71.79303129330532,40.98585284879472
811,Ademola Lookman,NGA,FW,14.4,Atalanta,Serie A,25,12,58.74746041596885,16.413048197254813,56.0144949967895,51.64971468432263,51.3673307835729,62.8608877843626
812,Rony Lopes,POR,MF,13.8,Troyes,Ligue 1,27,4,36.44073824678889,25.42351455342981,54.238889410764436,44.3337380965894,67.72687600219214,52.631023054823366
813,David López,ESP,DF,10.4,Girona,La Liga,33,2,25.0935846703778,33.86647918917864,29.810404280816126,3.9964025637261704,82.88546454661704,50.717492182774485
814,Maxime Lopez,FRA,MF,12.4,Sassuolo,Serie A,25,0,12.028170443040171,35.739444231820784,45.03984923753785,13.948850541816979,81.59620029634442,33.10638079280456
815,Unai López,ESP,MF,8.8,Rayo Vallecano,La Liga,27,1,19.752049681599644,17.309837135691417,31.422921295586338,13.736024531143915,40.408066464901786,23.925972232340445
816,Dion Lopy,SEN,MF,8.1,Reims,Ligue 1,21,0,2.5992184366350446,31.735143246227764,25.067497242757504,11.805353120630008,63.89290528560462,23.74201437800095
817,Anthony Losilla,FRA,MF,19.7,Bochum,Bundesliga,36,0,19.520159614915663,60.14755345530129,44.595545043637216,13.981187907009476,80.82895244281161,36.58726892494471
818,Jordan Lotomba,SUI,DF,18.2,Nice,Ligue 1,24,0,20.862436723749607,59.18241389118813,49.730839917349314,15.732034964082203,75.58885995973704,62.94388502907331
819,Sandi Lovri?,SVN,MF,11.6,Udinese,Serie A,24,2,25.334048609783594,21.86540846718918,43.490722508137,27.805644312555295,47.58154545639069,36.724299190127
820,Anthony Lozano,HON,FW,12.7,Cádiz,La Liga,29,0,17.459783422362584,23.699365488943975,29.059767960219883,21.88836570775095,60.34305016809587,27.08947572310711
821,Hirving Lozano,MEX,FW,10.9,Napoli,Serie A,27,3,30.96277575300267,21.87108975452205,39.31466080122822,31.743024810267105,51.78923011346338,38.3556283195728
822,Jhon Lucumí,COL,DF,17.2,Bologna,Serie A,24,0,15.714624738589473,65.27817101437414,45.2770825301794,7.356747580451406,87.67396702322718,67.82779712817782
823,José Luis Gayà,ESP,DF,16.5,Valencia,La Liga,27,1,25.220242425763693,57.701544432059634,66.35947079380722,38.14461710996019,89.67379429495224,72.07146037837336
824,José Luis Morales,ESP,FW,6.6,Villarreal,La Liga,35,1,21.58078111719252,12.305363942086784,16.188666823655552,18.818892169735378,42.451496838387605,25.630690580575383
825,Douglas Luiz,BRA,MF,15.9,Aston Villa,Premier League,24,2,24.633626876475052,46.90723596307482,58.462167060620764,30.199636127098593,72.76067144335967,47.191644794981464
826,Castello Lukeba,FRA,DF,18.2,Lyon,Ligue 1,20,1,20.715238540486066,49.200222883417446,46.14504889792191,7.2429359553578205,79.2079250229416,58.216563562833244
827,Dodi Lukebakio,BEL,FW,16.5,Hertha BSC,Bundesliga,25,7,46.30994526551063,28.742542919141545,44.56478607201084,41.41270026937425,69.73362832457155,53.93145735214805
828,Sebastiano Luperto,ITA,DF,19.0,Empoli,Serie A,26,1,26.21878011094933,58.35544585831814,47.58317284627618,7.073072679727134,78.70988694257821,63.01313694262894
829,Lyanco,BRA,DF,7.7,Southampton,Premier League,26,0,10.078851690009646,29.696891221584405,15.895052534860898,1.9291670563502388,69.20172810322404,40.559988072651294
830,Charalambos Lykogiannis,GRE,DF,9.9,Bologna,Serie A,29,1,17.589465926578935,27.770599726542294,31.002901182016902,11.672284602328606,62.466762741794724,41.06960043995614
831,Youssouf M'Changama,COM,MF,6.9,Auxerre,Ligue 1,32,0,6.193995894070823,24.561505223775125,22.452246330295523,9.013494437858878,66.55773641585647,21.44051703638597
832,Alexis Mac Allister,ARG,MF,17.2,Brighton,Premier League,24,5,39.94342587250819,59.54079144526971,58.15956917734335,25.964549400363186,91.02509455281088,49.98807868403274
833,Deiver Machado,COL,DF,15.3,Lens,Ligue 1,29,1,17.107965800523523,33.2873184771069,41.340736650980965,14.440952422720915,61.074723873031274,44.56306226856208
834,James Maddison,ENG,MF,14.1,Leicester City,Premier League,26,9,52.650219264421224,20.54312913819217,59.744351554561206,40.63704613549421,60.61410274626018,52.25824990944193
835,Pablo Maffeo,ESP,DF,17.3,Mallorca,La Liga,25,1,14.29603620961927,51.115386476249626,45.150809198026366,17.333668658477663,77.39780978620259,58.77838834011328
836,Giulio Maggiore,ITA,MF,7.3,Salernitana,Serie A,24,0,1.741051388570188,18.11396414472176,18.262925515129417,6.229835949282776,61.68429171656486,17.082142720375522
837,Hugo Magnetti,FRA,MF,10.6,Brest,Ligue 1,24,0,13.608014607674674,27.673488928030785,31.70025141515749,12.099695315589582,54.22832051203985,25.118045251629802
838,Yohann Magnin,FRA,MF,18.5,Clermont Foot,Ligue 1,25,0,4.3320307277250745,57.67614762374962,55.046495774511264,19.634981728099195,66.17049422799106,38.51659599092395
839,Riyad Mahrez,ALG,FW,10.0,Manchester City,Premier League,31,4,33.026299134377254,14.833249813697424,43.19768292673942,44.84823827441622,49.13735360383218,41.12953161943148
840,Arne Maier,GER,MF,10.3,Augsburg,Bundesliga,24,1,14.524981885778294,20.898743609371305,32.25057501550024,9.780809515018534,54.69228895609638,23.29922470566576
841,Linton Maina,GER,FW,12.2,Köln,Bundesliga,23,2,25.466132174228218,9.471230163374464,39.7802447639618,30.055318655015384,41.79471045527433,32.271586395787935
842,Ainsley Maitland-Niles,ENG,MF,7.0,Southampton,Premier League,25,0,0.0,24.195010607241976,21.096138024112683,3.8448434339847406,64.58056932816915,17.194074396671223
843,Lovro Majer,CRO,MF,8.9,Rennes,Ligue 1,25,1,14.718619321761924,18.945800272855273,35.324498665843905,18.628152987435783,46.94073947601247,27.97847031103654
844,Jean-Victor Makengo,FRA,MF,8.9,Udinese,Serie A,24,0,3.048899704367868,32.611155368646486,25.182048975795198,8.420849496370325,76.28788032557291,23.401692690686676
845,Nemanja Maksimovi?,SRB,MF,7.9,Getafe,La Liga,28,0,6.265709529496459,23.77988275874124,19.544198288021537,1.5986454278147082,67.37166866259363,16.542314923918003
846,Tyrell Malacia,NED,DF,9.4,Manchester Utd,Premier League,23,0,8.465939595759862,36.6948718149465,21.494511684780377,1.298317223071539,73.83238273083404,45.739041451928934
847,Donyell Malen,NED,FW,9.1,Dortmund,Bundesliga,24,0,20.827598122681657,17.794437549280783,30.83619599171624,28.30206946163002,63.39162897305265,30.544160762684598
848,Ruslan Malinovskyi,UKR,MF,6.1,Atalanta,Serie A,29,1,18.390524668058372,14.768424274989842,24.326111682564015,14.334114427434072,45.30212921428137,22.75689149764637
849,Hugo Mallo,ESP,DF,13.4,Celta Vigo,La Liga,31,0,15.438691589411274,44.67574531546731,33.52121150539627,16.118730835696653,83.25248137698664,56.50063365855717
850,Gianluca Mancini,ITA,DF,20.2,Roma,Serie A,26,0,12.723230643844655,67.34938619065295,54.45212891738266,11.13619794656186,86.02475933549472,69.35042768933798
851,Reinildo Mandava,MOZ,DF,18.4,Atlético Madrid,La Liga,29,0,2.6330420999746402,68.64652224708774,48.967585541325334,8.292991884738072,84.71711073815825,67.38681805220278
852,Rolando Mandragora,ITA,MF,10.2,Fiorentina,Serie A,25,1,17.242162017402674,29.07040569283651,35.87879684659499,14.895179423429342,65.51850122800252,29.543378330789636
853,Sadio Mané,SEN,FW,10.1,Bayern Munich,Bundesliga,30,6,47.8313500324665,20.703762424909286,31.929307434997263,37.36372557466409,68.23286523288553,52.521574655162034
854,Orel Mangala,BEL,MF,7.7,Nott'ham Forest,Premier League,24,0,5.546422743068308,22.35675649418743,18.5016690254153,2.8937505845253573,63.02393082590781,16.301941941682053
855,Thomas Mangani,FRA,MF,9.9,Ajaccio,Ligue 1,35,1,6.164040701235696,33.3388232002804,37.85043712801685,13.24870654600891,63.48806841631654,28.04033766854974
856,Faitout Maouassa,FRA,DF,13.2,Montpellier,Ligue 1,24,1,19.241005911877902,40.240888076154434,39.53698328831574,20.603788833933127,63.66330403718514,49.37950514215187
857,Solly March,ENG,FW,20.1,Brighton,Premier League,28,5,46.73953392841358,47.2881667089155,67.87610002370891,58.5530802202706,75.74296327011128,60.631566414583986
858,Vincent Marchetti,FRA,MF,18.4,Ajaccio,Ligue 1,25,0,22.57442235471321,27.97630623768137,50.34847452736668,26.49064127281128,57.141407316981244,39.01982036453065
859,Gian Marco Ferrari,ITA,DF,17.0,Sassuolo,Serie A,30,1,11.981283582944519,58.90790464724647,41.53416900626003,7.325809132069649,85.55646835236142,63.32404505014594
860,Óscar de Marcos,ESP,DF,18.0,Athletic Club,La Liga,33,0,0.46832764624054873,55.134136385060536,59.95836830717279,24.59385603742007,78.89575461987016,62.07644448315497
861,Pablo Marí,ESP,DF,12.6,Monza,Serie A,29,1,16.502105664867166,43.91219307453482,31.24369783233117,1.2951051567106493,87.20180706297175,55.67134129908211
862,José María Giménez,URU,DF,11.2,Atlético Madrid,La Liga,28,0,13.399490441864636,43.12043961867737,28.610089588041543,4.582146652862795,86.56504353827108,54.80970483684245
863,R?zvan Marin,ROU,MF,16.7,Empoli,Serie A,26,2,26.051201118272495,46.47539180758456,63.5463653122316,20.392341171192346,72.79198768227937,42.858437018481254
864,Guillermo Maripán,CHI,DF,16.5,Monaco,Ligue 1,28,3,24.175533728633017,58.16989064604978,42.4255314564032,5.573370403911383,82.18685935819107,63.12625592243175
865,Marlon,BRA,DF,11.8,Monza,Serie A,27,0,10.269272166262173,41.61993827489799,31.019726753759,1.2886810239888706,75.66883452591462,49.92084875416088
866,Omar Marmoush,EGY,FW,8.8,Wolfsburg,Bundesliga,24,3,30.188799919977637,20.82707633239432,20.431619396553735,28.278911945380038,54.199939534630325,35.43759931641359
867,Eric Martel,GER,MF,11.4,Köln,Bundesliga,20,0,11.711124372971081,39.12908276375735,26.97522922900366,4.503959451239268,69.51356892037268,22.532527677865495
868,Roger Martí,ESP,FW,7.3,Elche,La Liga,32,0,8.157386654401494,11.20687173797437,23.43259611167592,5.901562767199868,51.486796435748076,15.964018579494784
869,Anthony Martial,FRA,FW,5.1,Manchester Utd,Premier League,27,3,30.73220497652718,11.351647343604764,14.818682343828046,12.308932425454271,65.23974803959379,34.09260260367573
870,Aarón Martín,ESP,DF,15.8,Mainz 05,Bundesliga,25,3,23.416278780703525,24.289362729642384,50.65212131607281,22.35355879215676,57.74954957321391,41.99468584905591
871,Iván Martín,ESP,MF,6.2,Girona,La Liga,23,2,20.109690524586966,12.661445007795797,17.686418134760082,10.162682800064704,64.95219924087117,21.05407443346817
872,Martinelli,BRA,FW,19.2,Arsenal,Premier League,21,7,50.558259448656386,23.00465713764948,71.13410733672673,55.81925389276719,61.008672858389716,60.456394158977886
873,Arnau Martinez,ESP,DF,15.0,Girona,La Liga,19,2,15.748703083289639,47.33943943584732,49.72217139758997,18.266443254713245,80.50657939510877,58.91339806413394
874,Iñigo Martínez,ESP,DF,9.0,Athletic Club,La Liga,31,0,5.988647047976562,30.88355959997986,24.986098930297853,4.564563932708035,91.35729798851159,49.586737853106015
875,Lautaro Martínez,ARG,FW,18.6,Inter,Serie A,25,12,70.60259069190334,38.37304046169318,65.31610983437453,41.613236985662226,73.88834600964425,75.43365878990046
876,Lisandro Martínez,ARG,DF,17.4,Manchester Utd,Premier League,25,1,13.704903820657192,65.23852550445342,44.52616589352266,4.806536102435059,78.04615665658554,63.89506182780204
877,Lucas Martínez Quarta,ARG,DF,13.1,Fiorentina,Serie A,26,1,24.595355266590467,60.868291449922495,35.06679390848355,7.487778124587292,87.3464996853878,65.55874093065681
878,Adam Marui?,MNE,DF,21.3,Lazio,Serie A,30,0,31.361957573743695,63.38333319968332,54.267817869615584,10.972022490245797,85.42136816641049,69.42093111662325
879,Omar Mascarell,ESP,MF,17.2,Elche,La Liga,30,0,10.033329304798807,58.077189036979426,49.720532718271514,9.80399012921057,88.88776124654096,34.9691547938794
880,Erhan Maovi?,SRB,DF,11.5,Bochum,Bundesliga,24,2,27.58255512500063,32.9083797307522,31.389812281512942,3.546121262422017,62.50482067103742,43.693395632102586
881,Eliot Matazo,BEL,MF,6.0,Monaco,Ligue 1,20,0,14.16966304466461,9.08609646345582,14.290845814163083,0.9636199082668523,42.33093514559811,11.332029485817605
882,Jean-Philippe Mateta,FRA,FW,5.7,Crystal Palace,Premier League,25,1,18.310953997507976,11.118346364105355,17.210443248184752,3.656987896096484,38.769697092712505,21.08932498884313
883,Nemanja Mati?,SRB,MF,13.6,Roma,Serie A,34,1,17.728527640188712,39.653070812715214,42.23362511215327,18.187190436500515,61.252507210247686,33.66155912358147
884,Joël Matip,CMR,DF,7.1,Liverpool,Premier League,31,0,0.0,18.9692294210122,18.204689886596654,2.8963202376140686,63.385227434185154,32.87121983450105
885,Henning Matriciani,GER,DF,9.7,Schalke 04,Bundesliga,22,0,0.42062760819752976,30.781860571449382,21.32553297395585,0.9658683547194749,82.44260864270203,45.01001694434862
886,Azor Matusiwa,NED,MF,14.8,Reims,Ligue 1,24,0,15.726382141759782,50.140301185788175,44.583928183078164,13.438508231932007,77.28956502324073,34.28883684812297
887,Neal Maupay,FRA,FW,7.9,Everton,Premier League,26,1,19.313651828550533,10.38342991694857,21.04159388452121,2.892786964617091,47.573716396660764,23.152384715872934
888,Stephy Mavididi,ENG,FW,8.8,Montpellier,Ligue 1,24,2,24.739003282538132,16.26631883171503,22.182516595452544,16.487806691662467,55.024661538149275,30.06622321702886
889,Konstantinos Mavropanos,GRE,DF,15.8,Stuttgart,Bundesliga,25,2,27.026582112157314,66.53240688897591,44.851736940108935,15.964987556781086,87.07152741543977,70.42701857017441
890,Eric Maxim Choupo-Moting,CMR,FW,9.3,Bayern Munich,Bundesliga,33,7,45.635004423099176,19.735957252657315,30.096021037422982,24.511835250982923,64.68369148865223,48.74434548862096
891,Fernand Mayembo,CGO,DF,6.0,Ajaccio,Ligue 1,27,0,1.743219572117598,24.735330262047235,15.675567504473682,0.6359891394561226,88.14520876042789,43.66652176900681
892,Borja Mayoral,ESP,FW,18.0,Getafe,La Liga,25,4,30.271712950881717,22.399858659108123,48.64146575721748,16.805651652662437,65.88588710495871,38.84315127856599
893,Noussair Mazraoui,MAR,DF,6.2,Bayern Munich,Bundesliga,25,0,1.7475559392124176,19.001927979747318,22.646301566099464,9.213366687466678,56.5908952516621,31.98445467208165
894,Pasquale Mazzocchi,ITA,DF,13.3,Salernitana,Serie A,27,2,18.372001903021943,35.83648751927762,49.88423432396613,35.737203624977205,80.62394706395763,56.00518141180822
895,Kylian Mbappé,FRA,FW,16.3,Paris S-G,Ligue 1,24,13,77.88082513443499,31.466539881462264,60.36171569460317,50.989068966068984,76.91547560927407,81.30695184009053
896,Mamadou Mbaye,SEN,DF,6.0,Cádiz,La Liga,24,0,0.44230944367162933,20.106362949053867,13.391269151878681,3.0156731943155894,77.5677141175345,37.77605244533887
897,Chancel Mbemba,COD,DF,21.4,Marseille,Ligue 1,28,2,25.56486797873835,75.4395474492825,52.82851833834839,9.851324787184037,88.77888982924456,75.13812923543428
898,Bryan Mbeumo,CMR,FW,18.4,Brentford,Premier League,23,5,45.04621193709902,27.652431523634284,55.6997749968006,32.25046903013278,64.4964267064253,52.55496971636125
899,John McGinn,SCO,MF,13.6,Aston Villa,Premier League,28,0,16.487536932673134,44.68268965224513,36.12854642975783,21.64288624768733,76.19573536277116,36.38621710436236
900,Scott McKenna,SCO,DF,16.2,Nott'ham Forest,Premier League,26,0,0.8429897632329875,53.772420871822526,41.456369999595886,4.5572598249081215,81.51839297433713,57.98457921673655
901,Dwight McNeil,ENG,FW,10.9,Everton,Premier League,23,2,15.905259601368241,25.130715796526594,35.15200225939238,24.862016721683794,46.07236828751604,25.418800495139237
902,Scott McTominay,SCO,MF,8.4,Manchester Utd,Premier League,26,0,11.267963711264816,30.820873369966073,21.715469068336965,3.8583341127004775,62.79253861611222,19.18739994994976
903,Gary Medel,CHI,MF,14.1,Bologna,Serie A,35,0,0.8559988645174472,40.81111538776306,38.03332749804108,9.451433071902027,72.78467032579977,27.220687184756123
904,Facundo Medina,ARG,DF,18.9,Lens,Ligue 1,23,1,16.109565576812553,45.72663245445977,55.43047908443223,14.097197605197517,75.81748432013316,56.78193139505358
905,Ben Mee,ENG,DF,20.4,Brentford,Premier League,33,3,24.169423610243925,71.15578163144302,45.23970150463015,3.5384123031558823,88.04096627994979,71.17183447827192
906,Soualiho Meïté,FRA,MF,12.7,Cremonese,Serie A,28,0,7.256300285109648,39.451265201936934,34.66884607447639,10.818897095764584,80.48998315302333,28.692234343557505
907,Gonzalo Melero,ESP,MF,12.0,Almería,La Liga,29,2,23.716088001691148,28.14570542352567,41.80002519870894,21.970532239878334,69.81752491525769,36.076494942417966
908,Birger Meling,NOR,DF,5.9,Rennes,Ligue 1,28,0,0.0,18.836383395141745,15.266251671360557,5.3243858198847205,51.46345423914589,28.65752469527829
909,Houboulang Mendes,FRA,DF,7.7,Almería,La Liga,24,0,0.4340703461914715,21.46834861158131,17.86291106054783,7.2362812867700255,65.81945871937145,35.35904558441993
910,Nuno Mendes,POR,DF,10.0,Paris S-G,Ligue 1,20,1,23.981177208614476,33.92526976618907,38.33602972338815,17.761395981100613,75.52519942354925,50.64108536924399
911,Thiago Mendes,BRA,DF,16.5,Lyon,Ligue 1,30,0,11.914597961482363,58.75651887930531,46.4263315268113,8.40458926715144,78.30799520977533,61.441216806192784
912,Brais Méndez,ESP,MF,16.1,Real Sociedad,La Liga,26,7,46.28655270416735,42.80596630262699,59.04445481983922,42.2624967603209,73.90449249150441,56.3700508926141
913,Batista Mendy,FRA,MF,18.0,Angers,Ligue 1,23,0,2.5758020543230176,57.53007312100266,48.64713948115817,9.624000530647963,85.28020784703759,33.290991988980224
914,Ferland Mendy,FRA,DF,12.5,Real Madrid,La Liga,27,0,0.43363670948198946,31.799400240863523,43.95261828598471,14.701381995154259,78.50285180749793,48.287194597519814
915,Gideon Mensah,GHA,DF,12.9,Auxerre,Ligue 1,24,0,15.651931289438284,42.6176219684492,39.32129316380397,8.038517274762082,81.59620029634442,54.75271809324649
916,Chris Mepham,WAL,DF,17.3,Bournemouth,Premier League,25,0,15.805988835906854,67.25181477428372,41.40233745994325,1.611493693258266,86.4439347501032,67.21828463232566
917,Mikel Merino,ESP,MF,14.3,Real Sociedad,La Liga,26,1,26.51506310910109,54.958574156260674,49.37206357651516,32.67121883822587,85.95154971887877,49.172314297227835
918,Quentin Merlin,FRA,DF,14.1,Nantes,Ligue 1,20,0,13.26195620372502,41.3372300936589,51.006236229461145,22.06005244940229,78.28516045222969,55.698535526145186
919,Roque Mesa,ESP,MF,11.9,Valladolid,La Liga,33,2,26.10152010296248,23.075989504664072,41.5189887880283,13.456515154746429,58.89540666165994,29.581032120795854
920,Lionel Messi,ARG,MF,17.5,Paris S-G,Ligue 1,35,10,71.7526118699419,6.542379153726325,78.42197970257308,100.0,53.34875948065305,90.26652379438796
921,Junior Messias,BRA,FW,9.8,Milan,Serie A,31,2,23.75244105146047,22.325383032272327,26.543184204032716,29.381043469018774,59.35819108125116,32.15026320774634
922,Thomas Meunier,BEL,DF,6.3,Dortmund,Bundesliga,31,0,1.7211040999340164,23.61766031383823,18.356004588579633,5.4637248798730536,76.65712681240319,40.06623734904835
923,Nikola Milenkovi?,SRB,DF,14.3,Fiorentina,Serie A,25,2,18.296947856540438,52.76114874750738,39.6092014810772,9.493630854433098,89.35392859317595,62.56433773442674
924,Arkadiusz Milik,POL,FW,11.0,Juventus,Serie A,28,6,45.62955839600127,17.78346763641254,30.468391187326944,11.451669478223227,55.101792274747815,46.07908451087661
