,Player,Nation,Pos,90s,Squad,Comp,Age,Goals,Offensive Rate,Defensive Rate,Passing Rate,Playmaking Rate,Physical Rate,Overall Rating
925,Sergej Milinkovi?-Savi?,SRB,MF,19.4,Lazio,Serie A,27,4,33.65528922096659,64.32993448653582,65.92862791635464,38.274669412531985,85.09926957772372,57.96324166180231
926,Éder Militão,BRA,DF,13.5,Real Madrid,La Liga,25,3,23.29504369785281,50.176673277936544,35.053916881193196,6.328799903235309,79.83944628250148,57.80156032236621
927,Luis Milla,ESP,MF,12.9,Getafe,La Liga,28,0,9.112565761752204,39.030549035185494,46.26679540984631,12.67686228239015,80.81329432335178,32.61257402098459
928,Pere Milla,ESP,FW,13.4,Elche,La Liga,30,6,30.663593819827327,32.11364796380805,37.47043857499487,17.1086896881228,64.48599628447782,38.286345291394696
929,James Milner,ENG,DF,6.1,Liverpool,Premier League,37,0,4.922956101505258,16.424694574228344,20.439109227588066,19.996788675076196,47.75204497939798,29.113985460065557
930,Kim Min-jae,KOR,DF,19.5,Napoli,Serie A,26,2,23.643949620464277,72.74122952151819,55.844987835343574,9.665662690022424,88.56232366492786,73.93229608238808
931,Takumi Minamino,JPN,MF,5.3,Monaco,Ligue 1,28,1,17.02902234399995,17.24332955624465,14.75007819294919,11.86140940353492,58.609211033754846,20.799833838458355
932,Tyrone Mings,ENG,DF,19.0,Aston Villa,Premier League,29,0,0.41195487400789005,64.6325799622267,46.166420321251785,9.96076695318882,89.76799886333653,66.89940761466242
933,Óscar Mingueza,ESP,DF,10.7,Celta Vigo,La Liga,23,0,1.2991755816080404,28.522266325835115,29.89726835996929,5.155366509227659,58.609211033754846,37.35140541548563
934,Rafa Mir,ESP,FW,8.5,Sevilla,La Liga,25,3,31.711385302186734,14.700042060097829,20.78251411146369,3.5220307647153457,56.192641263784225,33.65399236583244
935,Aleksei Miranchuk,RUS,MF,12.9,Torino,Serie A,27,4,33.59521102881514,13.987393933142828,50.8029690228649,26.32034410799882,58.63661274280959,38.85778284185091
936,Fabio Miretti,ITA,MF,9.2,Juventus,Serie A,19,0,13.568787798711094,15.930507535250785,27.93822815991376,27.370885472909244,41.745319720434914,30.22006600556217
937,Tyrick Mitchell,ENG,DF,16.2,Crystal Palace,Premier League,23,0,13.676997414438352,50.046717909415065,37.4213781100772,11.323721221644567,71.85337041021374,54.74106959475023
938,Kaoru Mitoma,JPN,FW,10.3,Brighton,Premier League,25,5,38.90071965382529,31.978261938803985,33.63638274882231,35.670153972778316,70.2488481133416,46.75377315240914
939,Aleksandar Mitrovi?,SRB,FW,18.1,Fulham,Premier League,28,11,67.38150496144242,38.40638353684141,45.856316350987456,56.29519374480646,79.73737091017475,73.16131130877083
940,Stefan Mitrovi?,SRB,DF,11.6,Getafe,La Liga,32,0,0.45271672469919705,43.672682765319024,26.83885658893886,0.3353397280768646,86.38062568685501,52.82814979074267
941,Maximilian Mittelstädt,GER,DF,5.9,Hertha BSC,Bundesliga,25,0,1.7397504784417421,20.85975945190811,17.229956801160657,10.446822795053096,50.827125662207976,30.37592513685451
942,Henrikh Mkhitaryan,ARM,MF,12.8,Inter,Serie A,34,1,10.658582127301655,25.087228658515915,40.677407086881,23.327335445285634,53.83116487709827,32.921002506999066
943,Anthony Modeste,FRA,FW,8.3,Dortmund,Bundesliga,34,2,25.709918453420915,17.702830394347394,18.284264492635213,5.229647925559512,56.898996430528705,29.350390903384913
944,Luka Modri?,CRO,MF,12.5,Real Madrid,La Liga,37,3,22.963768296561508,28.610156509866265,52.43264994465062,29.815195777537596,65.44297293052999,42.46750411729772
945,Mostafa Mohamed,EGY,FW,13.4,Nantes,Ligue 1,25,5,36.869115263666444,31.557357689208576,33.19508669912419,19.822356042942268,59.6028689681642,42.13437289514062
946,Tobias Mohr,GER,DF,7.8,Schalke 04,Bundesliga,27,0,3.889721284053445,18.490482610804776,26.924464267983893,11.750526600274693,56.376479184849906,32.702071359919444
947,Johan Mojica,COL,DF,5.1,Villarreal,La Liga,30,0,12.110560004515664,16.813933289913845,18.867045349082254,3.5384123031558823,67.47383305931626,34.82421716105207
948,Nahuel Molina,ARG,DF,15.3,Atlético Madrid,La Liga,24,0,7.799966013254983,40.91073735893568,45.439941535664765,25.631097562220727,76.45990216574991,54.02265608927738
949,Jon Moncayola,ESP,MF,13.6,Osasuna,La Liga,24,0,16.851517922575727,34.327742502778904,39.41014271593083,14.712492704854323,64.60714068240405,30.700157606695562
950,Monchu,ESP,MF,11.1,Valladolid,La Liga,23,1,14.661534315346625,28.40303127149729,35.457756572878836,10.99459715483963,55.87942770426214,25.738952240931663
951,Gonzalo Montiel,ARG,DF,8.9,Sevilla,La Liga,26,0,6.827275315176933,23.584080279399977,27.808201288658918,11.862410985551742,64.92097222200537,38.4193507674186
952,Kieffer Moore,WAL,FW,12.4,Bournemouth,Premier League,30,4,28.703297052823025,30.52113036899453,24.821586179001436,11.118593749065422,62.51243225688595,34.37675361540051
953,Álvaro Morata,ESP,FW,12.9,Atlético Madrid,La Liga,30,7,49.57472692330022,32.57009738629652,33.24026522934706,23.624577993807875,68.38857653195852,53.09313479731761
954,Alberto Moreno,ESP,DF,6.7,Villarreal,La Liga,30,0,5.2136101725224,19.77482552325106,20.244004755949863,4.175043855884182,66.3852071366229,35.24714643392195
955,Gerard Moreno,ESP,FW,10.2,Villarreal,La Liga,30,5,39.38004283191528,23.07025348164503,35.08418605964639,22.792348815642114,76.50151216838857,46.0078473563279
956,Tete Morente,ESP,MF,8.9,Elche,La Liga,26,0,10.300705358127669,25.278252698856484,22.104560183588916,8.052174579420289,66.26139200682,21.328914614402798
957,Ilaix Moriba,GUI,MF,6.3,Valencia,La Liga,20,0,10.067163370218388,20.776585053800552,21.440885610023603,10.48417550804119,62.156912647098785,21.557070559041517
958,Dany Mota,POR,FW,11.1,Monza,Serie A,24,3,22.764768420493294,19.92355424941078,31.05813375459246,18.294271518036247,62.79253861611222,30.918651297149978
959,Youssoufa Moukoko,GER,FW,10.5,Dortmund,Bundesliga,18,6,45.88373271390284,25.78954847793763,28.826024543058796,27.969022367934564,66.35611396404626,49.71779011465631
960,Steve Mounié,BEN,FW,5.7,Brest,Ligue 1,28,4,38.58081096449503,15.252752277178097,10.321308319506107,5.597718391345924,68.23228530253517,39.215658625778076
961,Mason Mount,ENG,MF,17.1,Chelsea,Premier League,24,3,30.924788821042004,36.64445791787835,60.442041378516286,34.64242935001518,66.54700770437472,49.02200996386001
962,Bevic Moussiti-Oko,CGO,FW,7.8,Ajaccio,Ligue 1,28,1,19.404618481012818,16.71162246524155,16.272961074596175,11.156797868049354,54.04763240875947,24.72359319812124
963,João Moutinho,POR,MF,15.5,Wolves,Premier League,36,0,8.118827528947124,32.3878625151665,60.124090805315035,21.060057601740308,56.80678750482069,36.961420286072595
964,Samuel Moutoussamy,COD,MF,12.9,Nantes,Ligue 1,26,0,14.314905365407633,31.803145809554834,38.022284353662485,10.864966459814925,58.52716615050323,26.90460786017586
965,Nordi Mukiele,FRA,DF,11.2,Paris S-G,Ligue 1,25,0,9.447369397820518,40.85097238040441,33.76170299315337,14.30597282475317,73.28148301153738,50.458844150550505
966,Thomas Müller,GER,FW,9.0,Bayern Munich,Bundesliga,33,4,37.2913190032702,26.93142667400107,34.794849531383996,28.943489384076827,79.1370725606624,45.647376214628636
967,Marshall Munetsi,ZIM,MF,16.0,Reims,Ligue 1,26,3,31.915118287995174,49.18234585972417,45.678497243441434,18.046878046244576,77.3468522219955,38.92748145270312
968,Iker Muniain,ESP,MF,12.3,Athletic Club,La Liga,30,0,14.32219736481153,10.622640521087769,54.01115838322301,41.612992922252566,45.285891164471145,44.22590668472273
969,Aihen Muñoz,ESP,DF,8.4,Real Sociedad,La Liga,25,0,7.711009658256465,25.761199026709907,23.56869127716785,12.168118818099485,73.14263466048638,41.89079030153706
970,Luis Muriel,COL,FW,6.4,Atalanta,Serie A,31,1,14.255027526816932,8.848877784635018,24.231343906396532,21.381766649769123,43.56169131779581,21.32279864584112
971,Jeison Murillo,COL,DF,7.6,Sampdoria,Serie A,30,0,0.42843306896820565,26.836118432392336,18.28237021159068,1.6111724866221768,71.3496218195104,39.119764608454474
972,Vedat Muriqi,KVX,FW,18.4,Mallorca,La Liga,28,8,48.62283256391648,43.98515344501395,40.567082298003434,16.54769728591982,82.98615599424406,54.737960800605
973,Jacob Murphy,ENG,FW,6.2,Newcastle Utd,Premier League,27,1,16.791956309199865,10.148759636741671,16.356862671592523,11.755867715065902,31.09069873435473,19.853853240372104
974,Yunus Musah,USA,MF,15.5,Valencia,La Liga,20,0,11.23621783513622,36.01895704432152,46.68608248568371,28.437687316253456,68.64906191433076,40.23589561989595
975,Jamal Musiala,GER,MF,15.1,Bayern Munich,Bundesliga,19,10,56.14227721779619,37.975155423587864,61.46284039737571,72.05606322301429,72.5773524073443,74.40101305496394
976,Vitaliy Mykolenko,UKR,DF,19.8,Everton,Premier League,23,0,15.960978725327365,53.24720481760904,51.84001157106635,13.332437905276082,71.23023524874664,58.13471719178138
977,Joakim Mæhle,DEN,DF,11.7,Atalanta,Serie A,25,2,19.87604155563184,23.37225052858208,42.62122061368579,19.611589488742492,51.900759876633565,37.92742867009976
978,Obite N'Dicka,FRA,DF,18.9,Eint Frankfurt,Bundesliga,23,0,9.21590793897484,71.24707387694254,44.27998079141133,0.9713288675329872,88.68955733153291,69.32075487734402
979,Stanley N'Soki,FRA,DF,12.1,Hoffenheim,Bundesliga,23,1,14.742813449846112,40.59894121498852,29.881436648092887,6.144967125209601,80.3783465605781,52.00852620662291
980,Nacho,ESP,DF,5.6,Real Madrid,La Liga,33,0,5.577778908662155,15.513661810700524,16.993725430279948,8.557301032769674,57.93385578028444,30.564597714926194
981,Matija Nastasi?,SRB,DF,6.3,Mallorca,La Liga,29,0,8.081072246837007,21.739582243625925,14.192332759032332,0.9713288675329872,73.32392879615159,37.798605495479976
982,Jesús Navas,ESP,DF,11.9,Sevilla,La Liga,37,0,13.057683464112083,22.000682826696163,39.76991602244277,20.33720672948222,56.61193090709806,37.893450474875166
983,Wilfred Ndidi,NGA,MF,10.0,Leicester City,Premier League,26,0,11.3197526147386,31.220650707765852,24.049988005783273,3.939056763640309,57.88255830474761,19.257718159669455
984,Tanguy Ndombele,FRA,MF,6.1,Napoli,Serie A,26,0,6.708864764030557,17.376360815687235,21.67295003839031,5.1335244579736115,54.02046635251738,16.842291758290862
985,Álvaro Negredo,ESP,FW,6.2,Cádiz,La Liga,37,1,17.86044586745217,14.771176826093596,16.370198500016333,12.158405211594458,55.85947127749957,23.796682798665586
986,Pedro Neto,POR,FW,6.7,Wolves,Premier League,22,0,7.554655993963241,3.549451092392674,24.755272465410112,19.091730688177716,45.593399232752155,16.06395868253734
987,Florian Neuhaus,GER,MF,5.9,M'Gladbach,Bundesliga,25,0,6.911119867590687,8.062234494714628,18.465645636231766,6.1871145343825065,46.75205174525207,14.835797161067639
988,Rúben Neves,POR,MF,21.0,Wolves,Premier League,25,5,35.268051101757955,67.57972217832985,64.3473010524411,23.54523049628081,81.38307589258531,49.301241793943504
989,Neymar,BRA,MF,16.6,Paris S-G,Ligue 1,31,12,59.118612627877056,26.16059332595783,76.51093599551386,63.59028877272339,66.16246809810775,71.25442386773226
990,M'Baye Niang,SEN,FW,11.5,Auxerre,Ligue 1,28,3,24.653517938199577,28.155832947014105,24.672310806095254,4.174080235975914,67.2316154829805,30.955980417931688
991,Tanguy Nianzou,FRA,DF,10.1,Sevilla,La Liga,20,1,11.003924761788374,32.4629151349995,24.027291127587308,1.6220935122492015,78.46631619542495,46.01019035416755
992,Rasmus Nicolaisen,DEN,DF,20.3,Toulouse,Ligue 1,25,0,20.849681710228758,86.6984394493933,47.84631112274933,7.6909013349649795,94.45963539778872,80.88734214516032
993,Florian Niederlechner,GER,FW,10.1,Augsburg,Bundesliga,32,4,38.41800572381992,21.149016273436693,20.57112758519744,10.922929515462734,62.926502527046516,40.6076445592804
994,Saúl Ñíguez,ESP,MF,6.0,Atlético Madrid,La Liga,28,1,17.058475840418062,27.473509663411843,13.021307460121298,6.565898909426241,59.528690604258436,18.652638438362008
995,Dimitris Nikolaou,GRE,DF,18.8,Spezia,Serie A,24,0,2.608758444243649,55.07969230114974,45.455087854288045,4.830947806777821,79.75724115533725,58.66960860853981
996,Rasmus Nissen,DEN,DF,12.6,Leeds United,Premier League,25,0,7.182064908483111,47.861013601488715,29.778924298219373,12.512086990724647,81.5039913706364,55.572201418716304
997,Eddie Nketiah,ENG,FW,8.7,Arsenal,Premier League,23,4,37.771591582208224,11.450642505877918,24.57208796837376,21.17461897922278,37.03204771422742,38.238734291647475
998,Christopher Nkunku,FRA,FW,14.2,RB Leipzig,Bundesliga,25,12,60.938883340731905,27.313100912912336,55.747382734637995,40.85441457670152,79.44465869649056,67.06337694593147
999,Lukas Nmecha,GER,FW,9.3,Wolfsburg,Bundesliga,24,4,31.295702723398627,17.76462991366186,23.73421632495911,14.531686089386172,65.69946180232986,36.206741427927945
1000,Arnaud Nordin,FRA,FW,12.4,Montpellier,Ligue 1,24,4,27.16143314354489,16.79026899339238,28.284665241515235,9.4481031569386,48.007794263908906,30.988174987197333
1001,Riad Nouri,FRA,MF,13.5,Ajaccio,Ligue 1,37,1,17.73288078300229,31.18109394555492,45.05054565434229,14.129503650922098,62.574484804375,31.165855303071957
1002,Matheus Nunes,POR,MF,15.6,Wolves,Premier League,24,0,19.28194864775066,41.664398918237715,51.366316284476824,17.782346398223865,70.4438649549768,36.98118305717611
1003,Darwin Núñez,URU,FW,11.0,Liverpool,Premier League,23,5,52.745803994321335,21.403920289797757,37.11730311579066,18.15172509175919,65.52256074045508,54.302860340611076
1004,Unai Núñez,ESP,DF,19.0,Celta Vigo,La Liga,26,0,8.894165075392664,61.871905652472535,48.6048693787457,7.660980013948423,83.02717843586987,64.30707678496002
1005,Gerzino Nyamsi,FRA,DF,10.8,Strasbourg,Ligue 1,26,0,7.096154469063998,36.76868116954088,25.444760632634488,6.348428644109581,83.19158869019833,49.86073476249594
1006,M'Bala Nzola,ANG,FW,17.7,Spezia,Serie A,26,9,50.37894359013884,26.111126122632633,54.95146948904895,14.556535998193748,71.58341283211888,55.13500126041741
1007,Christian Nørgaard,DEN,MF,10.7,Brentford,Premier League,28,1,22.28362605897499,33.731394111558416,27.54708086490245,17.78804648352999,74.64022570889239,31.44662702530294
1008,Lewis O'Brien,ENG,MF,6.5,Nott'ham Forest,Premier League,24,1,12.697099157754133,14.445379521069531,16.856292518835833,9.325125968436868,41.055723053815086,17.00453388934159
1009,Pedro Obiang,EQG,MF,6.2,Sassuolo,Serie A,30,0,2.177723555018551,18.10260341188467,16.793835364793804,6.872497645096481,54.04834879330993,16.28816233640409
1010,Brian Ocampo,URU,MF,11.8,Cádiz,La Liga,23,1,12.760616152420603,22.170394486804927,37.65793129595431,34.045770870608564,57.07793905716629,38.643336730336856
1011,Wilson Odobert,FRA,MF,9.8,Troyes,Ligue 1,18,3,24.71271213906494,16.096666722005583,31.232483339639288,28.757993522440312,43.91580571173403,33.31157035557672
1012,Angelo Ogbonna,ITA,DF,5.3,West Ham,Premier League,34,0,0.4366721664483634,15.497440164495504,14.027729080131184,0.9703652476247202,65.60752053678354,31.395963503562434
1013,Florent Ogier,FRA,DF,10.5,Clermont Foot,Ligue 1,33,0,0.8651052354165691,31.999692276417317,27.549878739019018,8.35194459203604,70.15968382197299,42.958233401861065
1014,David Okereke,NGA,FW,16.0,Cremonese,Serie A,25,5,37.78074060022197,26.020810213192107,46.343854704586505,31.457738680840087,63.31012645381291,45.757534058640466
1015,Caleb Okoli,ITA,DF,9.4,Atalanta,Serie A,21,0,10.762853009928207,39.46312063882296,20.42776462119436,0.33212766171597513,74.38041691192889,47.225122296386445
1016,Lucas Olaza,URU,DF,9.7,Valladolid,La Liga,28,0,1.3039455854123423,26.244408600085645,30.027678039083295,9.298076172091456,67.9907443116082,40.020068693465696
1017,Michael Olise,FRA,MF,15.3,Crystal Palace,Premier League,21,2,22.136040037652133,31.265845703019902,59.95008788176126,40.979351850235794,56.31123702043386,49.742959815599605
1018,Brian Oliván,ESP,DF,18.3,Espanyol,La Liga,28,0,12.738239177541944,44.460959268977604,51.91552939179811,24.505857889726077,72.14853969722446,55.34552735806638
1019,Lucas Oliveira Rosa,BRA,DF,6.4,Valladolid,La Liga,22,0,6.180335221194532,23.945616093699144,15.761526338527116,2.5696530887116062,64.34530212921429,35.87018440678145
1020,Mathías Olivera,URU,DF,5.9,Napoli,Serie A,25,1,13.56806509848969,17.49527759214617,22.52970052573766,8.527137188327648,45.88872876367548,28.880265614959896
1021,Dani Olmo,ESP,MF,8.3,RB Leipzig,Bundesliga,24,2,26.293300284020543,13.850949969181784,35.28573244810684,35.595877311559455,50.663652218445485,38.84998415458056
1022,Ado Onaiwu,JPN,FW,6.8,Toulouse,Ligue 1,27,1,12.50767751524256,13.030921668518,17.776620829737325,5.568623537950571,46.34862879283988,18.03174759350589
1023,Amadou Onana,BEL,MF,16.5,Everton,Premier League,21,1,16.4472754328219,51.77020469434842,47.36810031580062,11.343690213609607,74.6105271704237,33.6896470379994
1024,Karim Onisiwo,AUT,FW,19.3,Mainz 05,Bundesliga,30,8,56.536729686049355,35.13236528510769,53.80332939949193,52.354836921805955,78.3262630158118,65.20119094861101
1025,Loïs Openda,BEL,FW,15.1,Lens,Ligue 1,22,9,60.06168426183599,19.84839845008987,37.4791550696387,18.798338731089164,56.84996595545238,58.78034794451956
1026,Willi Orban,HUN,DF,19.0,RB Leipzig,Bundesliga,30,3,28.219567338163582,72.49217992438265,49.32686826169082,8.354687157722047,88.3979134105994,73.38932543028127
1027,Ivan Ordets,UKR,DF,15.5,Bochum,Bundesliga,30,0,2.1508380790306676,57.81504097258331,34.114790345310894,1.2944627434384717,82.40945595767283,59.077541368682326
1028,Divock Origi,BEL,FW,6.3,Milan,Serie A,27,2,25.30742164863503,10.14050265711941,17.231065708235526,15.174148642299897,41.22637871191671,27.841684776090382
1029,Aimar Oroz,ESP,MF,10.8,Osasuna,La Liga,21,3,23.176211306558677,19.756516176638097,34.552122387577974,18.65445743010564,55.35601924208904,29.841110117518692
1030,Riccardo Orsolini,ITA,FW,12.8,Bologna,Serie A,26,5,42.539493613388785,24.077031185589462,40.08472827165856,23.1061994593921,55.59772937936821,46.63181558396257
1031,Jordi Osei-Tutu,ENG,FW,5.8,Bochum,Bundesliga,24,0,9.633869872842945,14.724715029750335,14.295193554588808,7.4818152162220155,36.823837457121414,14.720296323002229
1032,Victor Osimhen,NGA,FW,15.6,Napoli,Serie A,24,16,80.38923107440749,29.238975252308226,47.86544622921918,27.266886372191983,77.20082288705363,78.93236737542335
1033,Paulo Otávio,BRA,DF,15.8,Wolfsburg,Bundesliga,28,0,8.664356953668056,54.835379281587315,43.95573751252992,19.431490659728187,73.71417928000966,58.67537308498555
1034,Thomas Ouwejan,NED,DF,8.4,Schalke 04,Bundesliga,26,0,6.029188024067262,20.052006852634978,29.208450585586494,12.716838700869387,55.32930949538416,33.674509753965964
1035,Salih Özcan,TUR,MF,13.1,Dortmund,Bundesliga,25,0,15.837790481882783,39.448297583345386,37.69175966897039,7.873079658456121,75.37905697525728,28.095142193257907
1036,Cenk Özkacar,TUR,DF,5.7,Valencia,La Liga,22,0,6.937964017923837,17.988319032248388,14.470582727628114,2.5632289559898274,82.56642377250493,39.338308957707554
